2007-12-13,2612,1105000
2007-12-14,2602,259000
2007-12-14,2905,437500
2007-12-15,2906,530000
2007-12-19,2602,630000
2007-12-20,2905,615000
2007-12-21,2615,332000
2007-12-21,2902,490000
2008-01-02,2906,309000
2008-01-14,2602,413000
2008-01-15,2905,445000
2008-01-15,2902,600000
2008-01-17,2605,417500
2008-01-17,2913,462500
2008-01-17,2615,485000
2008-01-18,2602,580000
2008-01-23,2601,380000
2008-01-24,2602,560000
2008-01-24,2906,575000
2008-01-24,2612,1035000
2008-01-30,2602,485000
2008-02-01,2905,599000
2008-02-04,2902,349000
2008-02-07,2905,360000
2008-02-07,2614,375000
2008-02-07,2905,405000
2008-02-08,2617,395000
2008-02-09,2906,417000
2008-02-09,2602,560000
2008-02-09,2903,650000
2008-02-11,2617,416000
2008-02-12,2902,749000
2008-02-15,2904,575000
2008-02-15,2602,625000
2008-02-16,2611,610000
2008-02-19,2615,445000
2008-02-21,2611,655000
2008-02-23,2617,500000
2008-02-23,2602,515000
2008-02-23,2605,811000
2008-02-27,2904,590000
2008-02-27,2905,645000
2008-02-27,2612,730000
2008-02-29,2906,342000
2008-02-29,2617,471000
2008-02-29,2617,488000
2008-03-13,2611,646000
2008-03-14,2615,655000
2008-03-15,2602,580000
2008-03-19,2615,405000
2008-03-20,2611,695000
2008-04-09,2906,420000
2008-04-09,2611,503000
2008-04-10,2906,380000
2008-04-11,2906,334000
2008-04-11,2611,395000
2008-04-11,2615,467500
2008-04-14,2604,522500
2008-04-14,2913,635000
2008-04-14,2617,690000
2008-04-14,2904,780000
2008-04-15,2904,679000
2008-04-18,2602,467000
2008-04-21,2906,649000
2008-04-22,2902,675000
2008-04-23,2905,415000
2008-04-23,2611,445000
2008-04-24,2600,292500
2008-04-24,2602,450000
2008-04-29,2602,680000
2008-04-29,2602,950000
2008-04-30,2602,485000
2008-05-01,2617,640000
2008-05-02,2906,332000
2008-05-02,2906,622500
2008-05-02,2602,775000
2008-05-05,2604,575000
2008-05-05,2604,690000
2008-05-09,2611,465000
2008-05-12,2906,635000
2008-05-13,2906,307000
2008-05-14,2611,450000
2008-05-16,2902,442000
2008-05-16,2611,490000
2008-05-17,2602,865000
2008-05-19,2905,430000
2008-05-23,2905,444000
2008-05-27,2607,535000
2008-05-28,2611,542000
2008-05-30,2906,357000
2008-06-02,2611,429000
2008-06-02,2603,1180000
2008-06-03,2615,375000
2008-06-06,2605,526000
2008-06-06,2601,760000
2008-06-10,2611,447250
2008-06-10,2602,492500
2008-06-10,2617,727500
2008-06-11,2615,360100
2008-06-11,2605,750000
2008-06-13,2905,365000
2008-06-13,2617,670000
2008-06-14,2903,419000
2008-06-14,2912,515000
2008-06-17,2906,340000
2008-06-17,2914,600000
2008-06-18,2615,362000
2008-06-19,2600,765000
2008-06-19,2602,770000
2008-06-20,2904,469000
2008-06-23,2913,367000
2008-06-24,2905,465000
2008-06-25,2906,375000
2008-06-25,2904,505000
2008-06-25,2602,605000
2008-06-26,2913,325000
2008-06-27,2617,421000
2008-06-27,2903,550000
2008-06-27,2913,590000
2008-06-29,2615,522500
2008-06-30,2604,480000
2008-06-30,2607,1165000
2008-07-01,2904,670000
2008-07-04,2905,375000
2008-07-07,2614,392500
2008-07-07,2617,445000
2008-07-08,2611,383000
2008-07-10,2906,418000
2008-07-10,2603,860000
2008-07-11,2611,418000
2008-07-11,2614,442000
2008-07-14,2905,360000
2008-07-14,2906,495000
2008-07-16,2602,468000
2008-07-16,2605,605000
2008-07-16,2603,1090000
2008-07-17,2607,558000
2008-07-18,2614,700000
2008-07-18,2602,1300000
2008-07-19,2905,320000
2008-07-23,2617,415000
2008-07-23,2906,480000
2008-07-23,2607,553000
2008-07-23,2607,885000
2008-07-25,2615,370000
2008-07-26,2605,564000
2008-07-28,2905,365000
2008-07-29,2600,927000
2008-07-30,2617,360000
2008-07-30,2615,390000
2008-07-31,2615,440000
2008-08-01,2611,430000
2008-08-01,2601,595000
2008-08-04,2617,365000
2008-08-04,2611,585000
2008-08-04,2912,602500
2008-08-05,2906,359000
2008-08-05,2902,475000
2008-08-06,2615,315000
2008-08-06,2615,320000
2008-08-06,2617,325000
2008-08-06,2615,341000
2008-08-06,2617,540000
2008-08-07,2615,395000
2008-08-09,2617,370000
2008-08-09,2602,620000
2008-08-09,2906,631000
2008-08-11,2615,405000
2008-08-12,2605,548000
2008-08-13,2615,405000
2008-08-13,2611,420000
2008-08-13,2611,531500
2008-08-14,2611,350000
2008-08-15,2906,365000
2008-08-15,2905,375000
2008-08-15,2611,402000
2008-08-15,2902,420000
2008-08-15,2913,550000
2008-08-15,2913,585000
2008-08-18,2615,279500
2008-08-19,2615,330000
2008-08-19,2617,360000
2008-08-19,2905,370000
2008-08-20,2611,405000
2008-08-21,2913,395000
2008-08-21,2617,490000
2008-08-21,2905,530000
2008-08-21,2607,680000
2008-08-22,2605,495000
2008-08-22,2617,805000
2008-08-23,2607,630000
2008-08-25,2913,400000
2008-08-27,2614,345000
2008-08-27,2913,440000
2008-08-27,2611,510000
2008-08-28,2905,310000
2008-08-29,2906,370000
2008-08-29,2914,465000
2008-08-30,2905,342000
2008-09-01,2903,380000
2008-09-02,2906,345000
2008-09-02,2615,370000
2008-09-02,2906,495000
2008-09-02,2914,541000
2008-09-02,2600,1380000
2008-09-03,2615,372000
2008-09-03,2617,415000
2008-09-04,2913,335000
2008-09-04,2913,1150000
2008-09-05,2615,387000
2008-09-05,2914,395000
2008-09-05,2905,400000
2008-09-05,2617,426000
2008-09-05,2914,552000
2008-09-08,2615,349000
2008-09-08,2900,360500
2008-09-08,2600,740000
2008-09-10,2614,371600
2008-09-11,2607,380000
2008-09-11,2617,450000
2008-09-12,2617,427000
2008-09-13,2913,477000
2008-09-13,2617,479000
2008-09-15,2905,321000
2008-09-15,2617,405000
2008-09-16,2614,357000
2008-09-16,2615,360000
2008-09-16,2617,365000
2008-09-16,2617,585000
2008-09-17,2615,343000
2008-09-17,2914,410000
2008-09-17,2903,420000
2008-09-17,2614,420000
2008-09-17,2600,720000
2008-09-17,2614,720000
2008-09-18,2913,320000
2008-09-18,2902,474000
2008-09-18,2607,860000
2008-09-19,2913,460000
2008-09-19,2602,592000
2008-09-19,2913,695000
2008-09-20,2617,346000
2008-09-22,2615,349950
2008-09-22,2906,355000
2008-09-22,2913,362000
2008-09-22,2905,373000
2008-09-22,2611,399000
2008-09-22,2905,422250
2008-09-22,2611,445000
2008-09-22,2615,475000
2008-09-22,2903,485000
2008-09-22,2605,560500
2008-09-22,2906,590000
2008-09-22,2615,595000
2008-09-22,2605,650000
2008-09-22,2611,660000
2008-09-22,2905,675000
2008-09-22,2611,685000
2008-09-22,2600,690000
2008-09-22,2604,975000
2008-09-23,2906,372000
2008-09-24,2606,437000
2008-09-25,2607,411000
2008-09-25,2903,450000
2008-09-25,2602,525000
2008-09-26,2913,312000
2008-09-26,2617,510000
2008-09-26,2607,707500
2008-09-26,2914,755000
2008-09-29,2617,380000
2008-09-29,2611,389000
2008-09-29,2906,415000
2008-09-29,2611,557000
2008-09-29,2605,585000
2008-09-29,2604,595000
2008-09-29,2906,875000
2008-09-30,2913,367500
2008-09-30,2614,372000
2008-09-30,2605,549000
2008-09-30,2615,575000
2008-09-30,2905,594000
2008-09-30,2612,662500
2008-10-01,2904,455000
2008-10-02,2904,390000
2008-10-03,2906,332000
2008-10-03,2903,380000
2008-10-03,2904,405000
2008-10-03,2905,460000
2008-10-07,2903,355000
2008-10-07,2905,473000
2008-10-07,2611,560000
2008-10-08,2614,347000
2008-10-08,2615,359950
2008-10-08,2602,1030000
2008-10-09,2904,338500
2008-10-10,2614,378000
2008-10-10,2611,400000
2008-10-10,2904,453000
2008-10-10,2615,476600
2008-10-10,2902,677500
2008-10-10,2602,749950
2008-10-12,2906,390000
2008-10-13,2611,435000
2008-10-13,2617,507500
2008-10-14,2905,350000
2008-10-14,2903,399000
2008-10-14,2914,420000
2008-10-14,2904,450000
2008-10-14,2602,525000
2008-10-14,2602,595000
2008-10-14,2602,910000
2008-10-15,2611,395000
2008-10-15,2605,552500
2008-10-16,2914,375000
2008-10-16,2607,440000
2008-10-17,2617,352000
2008-10-17,2617,495000
2008-10-17,2611,530000
2008-10-17,2612,690000
2008-10-18,2604,342000
2008-10-18,2611,420000
2008-10-18,2602,575000
2008-10-18,2605,612000
2008-10-20,2902,349000
2008-10-20,2905,350000
2008-10-20,2913,480000
2008-10-21,2615,342000
2008-10-21,2617,372500
2008-10-21,2902,375000
2008-10-21,2615,408000
2008-10-21,2914,515000
2008-10-22,2614,370000
2008-10-22,2612,657500
2008-10-23,2617,340000
2008-10-23,2615,369000
2008-10-23,2913,419950
2008-10-23,2906,455000
2008-10-23,2615,495000
2008-10-23,2906,765000
2008-10-24,2913,361000
2008-10-24,2903,425000
2008-10-24,2913,498600
2008-10-24,2617,570000
2008-10-27,2902,330250
2008-10-27,2903,337000
2008-10-27,2615,360000
2008-10-27,2914,440000
2008-10-27,2914,475000
2008-10-27,2615,510000
2008-10-27,2602,1120000
2008-10-28,2912,340000
2008-10-28,2607,676000
2008-10-29,2906,420000
2008-10-30,2906,585000
2008-10-30,2605,720000
2008-10-31,2615,372000
2008-10-31,2913,395000
2008-10-31,2607,544000
2008-10-31,2900,581650
2008-10-31,2611,800000
2008-11-03,2902,330000
2008-11-03,2615,330000
2008-11-03,2905,350000
2008-11-03,2913,360000
2008-11-03,2905,424000
2008-11-03,2902,583000
2008-11-05,2905,359950
2008-11-05,2602,425000
2008-11-05,2602,475000
2008-11-05,2914,477500
2008-11-05,2603,1425000
2008-11-06,2611,345000
2008-11-06,2611,485000
2008-11-06,2906,557500
2008-11-07,2906,360000
2008-11-07,2906,395000
2008-11-07,2906,415000
2008-11-07,2906,435000
2008-11-07,2607,522000
2008-11-07,2602,757500
2008-11-10,2906,357000
2008-11-10,2611,542000
2008-11-10,2904,567000
2008-11-10,2904,623700
2008-11-10,2906,702500
2008-11-11,2906,324000
2008-11-11,2906,351000
2008-11-11,2611,449000
2008-11-11,2906,515000
2008-11-12,2913,342500
2008-11-12,2611,400000
2008-11-12,2614,462000
2008-11-13,2902,375000
2008-11-14,2905,385000
2008-11-15,2617,380000
2008-11-15,2614,418000
2008-11-15,2602,530000
2008-11-17,2615,350000
2008-11-17,2913,370000
2008-11-17,2905,379000
2008-11-17,2906,385000
2008-11-17,2602,438000
2008-11-17,2905,460000
2008-11-17,2913,635000
2008-11-17,2603,830000
2008-11-17,2611,950000
2008-11-18,2611,455000
2008-11-18,2914,540000
2008-11-18,2600,635000
2008-11-18,2600,950000
2008-11-19,2905,348000
2008-11-19,2615,460000
2008-11-19,2903,497000
2008-11-19,2906,515000
2008-11-20,2615,450000
2008-11-20,2905,475000
2008-11-20,2607,665000
2008-11-21,2913,350000
2008-11-21,2905,392500
2008-11-21,2615,450000
2008-11-21,2611,454000
2008-11-21,2602,475000
2008-11-21,2617,500000
2008-11-21,2600,730000
2008-11-22,2902,510000
2008-11-22,2604,640000
2008-11-22,2604,805000
2008-11-24,2904,387000
2008-11-24,2905,389950
2008-11-24,2905,393000
2008-11-24,2905,395000
2008-11-24,2905,468500
2008-11-24,2902,480000
2008-11-24,2904,485000
2008-11-24,2912,485000
2008-11-24,2905,500000
2008-11-24,2904,547500
2008-11-24,2607,565000
2008-11-24,2612,630000
2008-11-25,2912,490000
2008-11-25,2611,540000
2008-11-25,2603,630000
2008-11-25,2607,735000
2008-11-26,2905,326000
2008-11-26,2604,375000
2008-11-26,2905,453000
2008-11-26,2903,462500
2008-11-26,2606,580000
2008-11-27,2906,327500
2008-11-27,2913,390000
2008-11-28,2906,322500
2008-11-28,2906,335000
2008-11-28,2615,337500
2008-11-28,2905,345000
2008-11-28,2615,345000
2008-11-28,2913,351000
2008-11-28,2611,470000
2008-11-28,2602,540000
2008-11-28,2906,544000
2008-11-28,2603,1095000
2008-11-28,2603,1250000
2008-11-29,2611,375000
2008-11-29,2904,395000
2008-12-01,2905,327500
2008-12-01,2617,400000
2008-12-01,2607,450000
2008-12-01,2611,507500
2008-12-01,2604,940000
2008-12-01,2605,1050000
2008-12-02,2905,320000
2008-12-02,2905,349750
2008-12-02,2615,360000
2008-12-02,2906,410000
2008-12-02,2615,422500
2008-12-02,2913,464000
2008-12-02,2602,529000
2008-12-02,2903,557500
2008-12-03,2912,301000
2008-12-03,2913,320000
2008-12-03,2617,371000
2008-12-03,2617,374950
2008-12-03,2905,385150
2008-12-03,2902,399950
2008-12-03,2615,490000
2008-12-03,2612,512500
2008-12-03,2611,575000
2008-12-04,2902,340000
2008-12-04,2611,360000
2008-12-04,2906,420000
2008-12-04,2617,463000
2008-12-04,2913,470000
2008-12-04,2617,570000
2008-12-04,2612,680000
2008-12-05,2905,299000
2008-12-05,2913,309000
2008-12-05,2905,333000
2008-12-05,2602,430000
2008-12-05,2913,445000
2008-12-05,2904,455000
2008-12-05,2904,493000
2008-12-05,2611,505000
2008-12-05,2603,650000
2008-12-06,2615,378250
2008-12-06,2611,595000
2008-12-06,2914,600000
2008-12-06,2902,672000
2008-12-08,2615,314000
2008-12-08,2617,350000
2008-12-08,2902,355000
2008-12-08,2905,365000
2008-12-08,2611,431000
2008-12-08,2611,470000
2008-12-08,2617,525000
2008-12-08,2611,610000
2008-12-08,2602,855000
2008-12-09,2904,490000
2008-12-09,2913,540000
2008-12-09,2905,695000
2008-12-10,2906,335000
2008-12-10,2913,340000
2008-12-10,2905,385000
2008-12-10,2906,392000
2008-12-10,2611,420000
2008-12-10,2602,435000
2008-12-10,2902,435000
2008-12-10,2904,440000
2008-12-10,2902,480000
2008-12-10,2604,600000
2008-12-11,2615,520000
2008-12-12,2906,351000
2008-12-12,2912,355000
2008-12-12,2905,455000
2008-12-12,2905,470000
2008-12-12,2903,525000
2008-12-12,2602,665000
2008-12-12,2604,805000
2008-12-13,2603,775000
2008-12-15,2615,360000
2008-12-15,2905,373500
2008-12-15,2606,398000
2008-12-15,2903,405000
2008-12-15,2904,472000
2008-12-15,2611,505000
2008-12-15,2906,530000
2008-12-15,2612,625000
2008-12-16,2906,362500
2008-12-16,2611,413000
2008-12-16,2615,420000
2008-12-16,2913,520000
2008-12-16,2913,585000
2008-12-17,2913,378500
2008-12-17,2615,600000
2008-12-17,2906,720000
2008-12-18,2903,416500
2008-12-18,2902,420000
2008-12-18,2615,431600
2008-12-19,2905,339950
2008-12-19,2905,350000
2008-12-19,2615,380000
2008-12-19,2902,428250
2008-12-19,2611,439000
2008-12-19,2905,472000
2008-12-19,2607,499000
2008-12-19,2611,527000
2008-12-19,2615,550000
2008-12-19,2612,716000
2008-12-19,2603,900000
2008-12-20,2606,495000
2008-12-20,2604,540000
2008-12-20,2603,1375000
2008-12-20,2603,3500000
2008-12-22,2617,379000
2008-12-22,2615,390000
2008-12-22,2611,399500
2008-12-22,2914,456000
2008-12-22,2611,490000
2008-12-22,2614,585000
2008-12-22,2611,630000
2008-12-22,2600,855000
2008-12-23,2906,355000
2008-12-23,2905,361500
2008-12-23,2617,381000
2008-12-23,2913,390000
2008-12-23,2905,395000
2008-12-23,2914,444000
2008-12-23,2906,450000
2008-12-23,2906,452000
2008-12-23,2912,480000
2008-12-23,2602,500000
2008-12-23,2602,571000
2008-12-24,2614,310000
2008-12-24,2913,369950
2008-12-24,2615,385000
2008-12-24,2611,394000
2008-12-24,2914,400000
2008-12-24,2906,400000
2008-12-24,2611,400000
2008-12-24,2905,400000
2008-12-24,2904,499000
2008-12-24,2600,1057500
2009-01-06,2617,342500
2009-01-06,2611,450000
2009-01-07,2602,420000
2009-01-08,2615,394000
2009-01-08,2914,410000
2009-01-08,2904,411500
2009-01-08,2914,560000
2009-01-09,2611,383000
2009-01-09,2902,385000
2009-01-09,2913,420000
2009-01-10,2914,585000
2009-01-10,2913,590000
2009-01-12,2617,340500
2009-01-12,2905,410000
2009-01-12,2903,418000
2009-01-12,2615,470000
2009-01-12,2905,609950
2009-01-12,2914,630000
2009-01-12,2914,750000
2009-01-13,2615,420000
2009-01-13,2615,515000
2009-01-13,2602,637000
2009-01-14,2615,315000
2009-01-14,2914,400000
2009-01-14,2905,439000
2009-01-15,2905,330000
2009-01-15,2614,350000
2009-01-15,2611,440000
2009-01-15,2617,462500
2009-01-15,2604,465000
2009-01-15,2913,589000
2009-01-15,2913,640000
2009-01-16,2905,319950
2009-01-16,2611,456000
2009-01-16,2615,585000
2009-01-19,2617,400000
2009-01-19,2906,615000
2009-01-19,2904,688889
2009-01-20,2913,392000
2009-01-20,2912,425000
2009-01-20,2905,465000
2009-01-20,2602,500000
2009-01-20,2600,1150000
2009-01-21,2906,570000
2009-01-22,2905,308000
2009-01-22,2615,512000
2009-01-22,2600,575000
2009-01-23,2615,315000
2009-01-23,2906,317500
2009-01-23,2906,335000
2009-01-23,2905,360000
2009-01-23,2905,380000
2009-01-23,2905,394000
2009-01-23,2605,570000
2009-01-23,2612,890000
2009-01-27,2615,327000
2009-01-27,2906,350500
2009-01-27,2905,475000
2009-01-27,2913,750000
2009-01-27,2603,2100000
2009-01-28,2615,325000
2009-01-28,2913,365000
2009-01-28,2913,441000
2009-01-28,2914,450000
2009-01-28,2906,620000
2009-01-29,2905,341000
2009-01-29,2903,395000
2009-01-29,2602,550000
2009-01-29,2607,612000
2009-01-30,2902,450000
2009-01-30,2611,467500
2009-01-30,2602,476000
2009-01-30,2914,525000
2009-01-30,2617,601000
2009-01-31,2900,440000
2009-01-31,2617,495000
2009-02-02,2913,500000
2009-02-02,2607,622500
2009-02-03,2913,335000
2009-02-03,2615,339000
2009-02-03,2615,362000
2009-02-03,2904,390000
2009-02-03,2904,412000
2009-02-03,2615,420000
2009-02-03,2604,485000
2009-02-03,2614,605000
2009-02-04,2913,370000
2009-02-04,2611,440000
2009-02-04,2905,530000
2009-02-05,2906,340000
2009-02-05,2611,435000
2009-02-05,2617,438000
2009-02-05,2906,495000
2009-02-05,2602,620000
2009-02-06,2906,339000
2009-02-06,2615,500000
2009-02-06,2617,510000
2009-02-06,2913,535000
2009-02-07,2611,512000
2009-02-09,2905,395000
2009-02-09,2617,520000
2009-02-09,2906,545000
2009-02-09,2607,715000
2009-02-10,2913,335000
2009-02-10,2902,400000
2009-02-10,2914,468000
2009-02-10,2905,510000
2009-02-11,2905,100000
2009-02-11,2611,380000
2009-02-11,2906,385000
2009-02-11,2903,407000
2009-02-11,2615,410000
2009-02-11,2905,480000
2009-02-11,2906,535000
2009-02-11,2607,670000
2009-02-12,2906,347500
2009-02-12,2905,380000
2009-02-12,2902,400000
2009-02-12,2615,405000
2009-02-12,2905,408000
2009-02-12,2615,485000
2009-02-13,2905,362000
2009-02-13,2914,435000
2009-02-13,2913,450000
2009-02-13,2600,880000
2009-02-14,2602,456000
2009-02-16,2913,355000
2009-02-16,2902,426500
2009-02-16,2906,490000
2009-02-16,2605,602000
2009-02-17,2914,355000
2009-02-17,2611,380000
2009-02-17,2903,410000
2009-02-17,2902,449000
2009-02-17,2903,486000
2009-02-17,2611,490000
2009-02-17,2607,490000
2009-02-17,2905,560000
2009-02-18,2602,513000
2009-02-18,2602,522000
2009-02-19,2904,370000
2009-02-19,2904,405000
2009-02-19,2617,539000
2009-02-19,2617,560000
2009-02-19,2604,627500
2009-02-20,2617,405000
2009-02-20,2905,410000
2009-02-20,2912,671000
2009-02-21,2604,690000
2009-02-23,2905,362000
2009-02-23,2905,379950
2009-02-23,2905,391000
2009-02-23,2914,480000
2009-02-23,2607,495000
2009-02-23,2604,630000
2009-02-24,2905,360000
2009-02-24,2615,477000
2009-02-24,2602,750000
2009-02-25,2603,1580000
2009-02-26,2615,390000
2009-02-26,2617,401500
2009-02-26,2615,440000
2009-02-26,2912,490000
2009-02-26,2914,580000
2009-02-26,2905,720000
2009-02-27,2912,476000
2009-02-28,2617,400000
2009-03-02,2611,460000
2009-03-02,2617,485000
2009-03-02,2607,505000
2009-03-02,2602,780000
2009-03-03,2615,283000
2009-03-03,2615,325000
2009-03-03,2902,360000
2009-03-03,2906,389000
2009-03-03,2615,395000
2009-03-03,2604,805000
2009-03-04,2906,347500
2009-03-04,2615,390000
2009-03-04,2611,390000
2009-03-04,2614,423500
2009-03-04,2906,430000
2009-03-04,2615,465000
2009-03-04,2905,484500
2009-03-05,2615,399000
2009-03-05,2615,501500
2009-03-05,2611,550000
2009-03-06,2906,309950
2009-03-06,2913,351126
2009-03-06,2905,425000
2009-03-06,2905,435000
2009-03-06,2617,447500
2009-03-06,2902,468000
2009-03-06,2602,560000
2009-03-06,2906,560000
2009-03-06,2602,608000
2009-03-06,2602,615000
2009-03-06,2912,620000
2009-03-07,2902,417000
2009-03-07,2611,454000
2009-03-10,2611,398000
2009-03-10,2905,435000
2009-03-10,2607,455000
2009-03-10,2903,475000
2009-03-10,2602,475000
2009-03-10,2906,478000
2009-03-10,2904,490000
2009-03-10,2614,647000
2009-03-10,2602,675000
2009-03-11,2913,308000
2009-03-11,2906,365000
2009-03-11,2902,376000
2009-03-11,2611,398000
2009-03-11,2602,550000
2009-03-11,2603,759000
2009-03-11,2902,759000
2009-03-12,2906,359950
2009-03-12,2614,375000
2009-03-12,2906,380000
2009-03-12,2914,440000
2009-03-12,2902,445000
2009-03-12,2611,480000
2009-03-12,2614,517500
2009-03-13,2905,295000
2009-03-13,2906,335000
2009-03-13,2913,353000
2009-03-13,2902,453500
2009-03-13,2902,715000
2009-03-13,2913,858000
2009-03-14,2906,500000
2009-03-16,2906,392500
2009-03-16,2611,397500
2009-03-16,2611,690000
2009-03-17,2905,352000
2009-03-17,2615,390000
2009-03-17,2914,420000
2009-03-17,2615,437500
2009-03-17,2611,461000
2009-03-17,2906,511000
2009-03-17,2914,515000
2009-03-17,2605,580000
2009-03-17,2600,1015000
2009-03-18,2904,370000
2009-03-18,2905,400000
2009-03-18,2905,400100
2009-03-18,2615,475000
2009-03-18,2602,485000
2009-03-18,2611,645000
2009-03-18,2611,670000
2009-03-19,2906,370000
2009-03-19,2615,372000
2009-03-19,2905,374000
2009-03-19,2902,375000
2009-03-19,2905,393000
2009-03-19,2615,395000
2009-03-19,2905,395000
2009-03-19,2914,430000
2009-03-19,2902,430000
2009-03-19,2605,485000
2009-03-20,2617,370000
2009-03-20,2913,415000
2009-03-20,2617,470000
2009-03-20,2902,575000
2009-03-20,2607,595000
2009-03-20,2607,825000
2009-03-22,2615,438000
2009-03-23,2905,360000
2009-03-23,2902,409588
2009-03-23,2906,422000
2009-03-23,2906,423000
2009-03-23,2615,465000
2009-03-23,2611,550000
2009-03-23,2904,564500
2009-03-23,2611,595000
2009-03-24,2906,406000
2009-03-24,2617,429000
2009-03-24,2914,450000
2009-03-24,2906,472000
2009-03-24,2906,610000
2009-03-24,2913,665000
2009-03-25,2905,360000
2009-03-25,2905,395000
2009-03-25,2913,520000
2009-03-25,2611,593000
2009-03-25,2604,650000
2009-03-25,2912,713000
2009-03-25,2603,2600000
2009-03-26,2913,320000
2009-03-26,2905,350000
2009-03-26,2913,370000
2009-03-27,2617,353000
2009-03-27,2905,362000
2009-03-27,2607,480000
2009-03-27,2602,530000
2009-03-27,2607,590000
2009-03-27,2914,660000
2009-03-28,2617,461000
2009-03-28,2603,645000
2009-03-28,2614,690000
2009-03-28,2600,722000
2009-03-28,2602,1310000
2009-03-30,2904,356500
2009-03-30,2914,373500
2009-03-30,2905,450000
2009-03-30,2611,470000
2009-03-30,2903,480000
2009-03-30,2602,561000
2009-03-30,2602,565000
2009-03-30,2914,568500
2009-03-31,2615,435000
2009-03-31,2914,580000
2009-03-31,2600,610000
2009-03-31,2615,637000
2009-03-31,2602,800000
2009-04-01,2615,288000
2009-04-01,2620,370000
2009-04-01,2906,430000
2009-04-01,2914,439000
2009-04-01,2615,464000
2009-04-01,2602,585000
2009-04-02,2906,326000
2009-04-02,2903,423000
2009-04-02,2905,475000
2009-04-02,2614,800000
2009-04-03,2900,345000
2009-04-03,2912,470000
2009-04-03,2913,490000
2009-04-03,2611,550000
2009-04-03,2611,555000
2009-04-03,2607,812000
2009-04-04,2607,517000
2009-04-06,2913,360000
2009-04-06,2903,406500
2009-04-06,2611,422000
2009-04-06,2906,435000
2009-04-06,2902,455000
2009-04-06,2605,515000
2009-04-06,2914,522000
2009-04-06,2611,560000
2009-04-06,2612,1875000
2009-04-07,2913,375500
2009-04-07,2617,420000
2009-04-07,2903,440000
2009-04-07,2905,485000
2009-04-07,2905,490000
2009-04-07,2602,527000
2009-04-07,2905,550000
2009-04-07,2605,560000
2009-04-07,2913,690000
2009-04-07,2913,720000
2009-04-07,2913,941000
2009-04-08,2611,460000
